data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7090339,608,PHL8815,8815,20190717,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Philippines),,3,Civilians (Philippines),,7,37,Southeast Asia,Philippines,Ilocos Region,Pangasinan,Lingayen,Poblacion,16.0245,120.2318,1,Sunday Punch,National,"On 17 Jul 2019, in Lingayen town, Pangasinan, a retired bank employee and volunteer of an environmental NGO, Lingayen Bantay Kalikasan, was shot dead by unidentified assailants at Barangay Poblacion.",1,1589298680,PHL
5923780,608,PHL8814,8814,20190717,2019,1,Protests,Peaceful protest,Protesters (Philippines),,6,,,0,60,Southeast Asia,Philippines,National Capital Region,Metro Manila,Quezon City,Quezon City,14.6488,121.0509,1,Bulatlat,National,"On 17 Jul 2019, in Quezon City, Metro Manila, families of victims of extra-judicial killings staged a protest at the Camp Crame demanding justice for their slain loved ones. Rise Up for Life and for Rights also joined the protest. [size=no report]",0,1567515036,PHL
7090123,608,PHL8745,8745,20190717,2019,1,Violence against civilians,Attack,NPA: New People's Army,,2,Civilians (Philippines),Military Forces of the Philippines (2016-),7,27,Southeast Asia,Philippines,Soccsksargen,Cotabato,Arakan,Kinawayan,7.4303,125.1915,1,Philippine Star,National,"Two unarmed soldiers from the 19th Infantry Battalion were killed by NPA rebels at Barangay Kinawayan, Arakan town, Cotabato province on July 17, 2019.",2,1589298678,PHL
5615846,608,PHL8746,8746,20190717,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Philippines),,3,Civilians (Philippines),Government of the Philippines (2016-),7,37,Southeast Asia,Philippines,Caraga,Surigao del Norte,Surigao City,Surigao City,9.789,125.495,1,Philippine Star,National,"A Land Transportation Office employee was killed by unidentified assailants at Barangay Ipil, Surigao City, Surigao del Norte province on July 17, 2019. Two of his companions were wounded.",1,1563887831,PHL
7090517,608,PHL8742,8742,20190716,2019,1,Battles,Armed clash,ASG: Abu Sayyaf,,2,Police Forces of the Philippines (2016-),,1,12,Southeast Asia,Philippines,Bangsamoro Autonomous Region in Muslim Mindanao,Basilan,Lantawan,Parian-Baunoh,6.5943,121.8661,1,Sunstar (Philippines),National,"An Abu Sayyaf rebel was killed in an attack by police officers at Barangay Parian-Baunoh, Lantawan town, Basilan province on July 16, 2019.",1,1589298681,PHL
5615649,608,PHL8740,8740,20190715,2019,1,Protests,Peaceful protest,Protesters (Philippines),Labour Group (Philippines); PISTON: Pinagkaisang Samahan ng mga Tsuper at Operator Nationwide,6,,,0,60,Southeast Asia,Philippines,National Capital Region,Metro Manila,Quezon City,Quezon City,14.6488,121.0509,1,Rappler,National,"Public utility drivers organized by groups like PISTON and the Alliance of Concerned Transport Organization held a demonstration in front of the Land Transportation Franchising and Regulatory Board at Quezon City, Metro Manila on July 15, 2019. They criticized the government's transportation modernization scheme because it could lead to their unemployment. [size=no report]",0,1563887831,PHL
5615655,608,PHL8741,8741,20190715,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Philippines),,3,Civilians (Philippines),Prisoners (Philippines),7,37,Southeast Asia,Philippines,Zamboanga Peninsula,Basilan,Isabela City,Isabela City,6.704,121.9711,1,Philippine News Agency,National,"A prisoner was wounded by unidentified assailants while he was being transferred to jail at Barangay San Rafael, Isabela City, Basilan province on July 15, 2019.",0,1563887831,PHL
5923778,608,PHL8813,8813,20190715,2019,1,Violence against civilians,Attack,Police Forces of the Philippines (2016-),,1,Civilians (Philippines),Drug Suspects (Philippines),7,17,Southeast Asia,Philippines,Central Visayas,Bohol,Tagbilaran,Tagbilaran,9.6555,123.8521,1,Bohol Chronicle,Subnational,"A drug suspect was killed in a vigilante-style attack by unidentified assailants at Barangay Booy, Tagbilaran City, Bohol on 15 Jul 2019.",1,1567515036,PHL
7088858,608,PHL8956,8956,20190715,2019,3,Violence against civilians,Attack,NPA: New People's Army,,2,Civilians (Philippines),Former NPA: New People's Army,7,27,Southeast Asia,Philippines,Northern Mindanao,Bukidnon,Pangantucan,Pangantucan,7.8472,124.8125,2,Philippine Daily Inquirer,National,"Within the month of Jul 2019, in Pangantucan, Bukidnon, a former NPA member's body was found by the military and police. The victim is believed to be killed by former comrades over suspicion of being a government spy.",1,1589298670,PHL
7087925,608,PHL8737,8737,20190714,2019,1,Battles,Armed clash,NPA: New People's Army,,2,Military Forces of the Philippines (2016-),,1,12,Southeast Asia,Philippines,Caraga,Agusan del Sur,Bunawan,Bunawan Brook,8.2147,126.1332,2,Mindanao Goldstar Daily,Subnational,"From July 13 to 14 2019, NPA rebels fought soldiers in Barangay Bunawan Brook, Bunawan town, Agusan del Norte province; leaving four rebels dead. (Fatalities divided among the two events.)",2,1589298664,PHL
7090535,608,PHL8738,8738,20190714,2019,2,Violence against civilians,Attack,Police Forces of the Philippines (2016-),,1,Civilians (Philippines),Drug Suspects (Philippines),7,17,Southeast Asia,Philippines,Central Luzon,Pampanga,Mexico,San Jose Malino,15.127,120.7219,1,Sunstar (Philippines),National,"A drug suspect was killed in a police raid at Barangay San Jose Malino, Mexico town, Pampanga province around July 14, 2019.",1,1589298681,PHL
7090325,608,PHL8735,8735,20190714,2019,1,Battles,Armed clash,ASG: Abu Sayyaf,,2,Military Forces of the Philippines (2016-) Citizen Armed Force Geographical Unit,,1,12,Southeast Asia,Philippines,Bangsamoro Autonomous Region in Muslim Mindanao,Basilan,Sumisip,Sumisip Central,6.4487,121.9787,1,Rappler,National,"A militiaman was killed by Abu Sayyaf rebels in Barangay Central, Sumisip town, Basilan province on July 14, 2019. Four other people, including civilians, were wounded.",1,1589298680,PHL
5615545,608,PHL8739,8739,20190714,2019,2,Violence against civilians,Attack,Police Forces of the Philippines (2016-),,1,Civilians (Philippines),Drug Suspects (Philippines),7,17,Southeast Asia,Philippines,Davao Region,Davao del Sur,Davao City,Davao City,7.0731,125.6128,1,Mindanao Times,Subnational,"A drug suspect was killed in a police raid at Barangay Lizada, Davao City, Davao del Sur province on the weekend of July 14, 2019.",1,1563887831,PHL
7087910,608,PHL8734,8734,20190713,2019,1,Battles,Armed clash,NPA: New People's Army,,2,Military Forces of the Philippines (2016-),,1,12,Southeast Asia,Philippines,Caraga,Agusan del Sur,Bunawan,Bunawan Brook,8.2147,126.1332,2,Mindanao Goldstar Daily,Subnational,"From July 13 to 14 2019, NPA rebels fought soldiers in Barangay Bunawan Brook, Bunawan town, Agusan del Norte province; leaving four rebels dead. (Fatalities divided among the two events.)",2,1589298664,PHL
5556015,608,PHL8727,8727,20190713,2019,1,Battles,Armed clash,NPA: New People's Army,,2,Military Forces of the Philippines (2016-),,1,12,Southeast Asia,Philippines,Western Visayas,Negros Occidental,Kabankalan,Kabankalan,9.9839,122.8142,2,Philippine News Agency,National,"An NPA rebel was killed in an attack by soldiers from the 62nd Infantry Battalion at the boundary between Barangay Upper Carol-an, Ayungon town, Negros Oriental province and Barangay Carol-an, Kabankalan City, Negros Occidental province on July 13, 2019.",1,1563283625,PHL
