data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction
6410583,231,ETH4384,4384,20180409,2018,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Liyu Police,,1,Civilians (Ethiopia),,7,17
6409680,231,ETH4385,4385,20180409,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-) Agazi Unit,,1,Civilians (Ethiopia),,7,17
6410220,231,ETH4382,4382,20180409,2018,2,Protests,Peaceful protest,Protesters (Ethiopia),Students (Ethiopia),6,,,0,60
6410221,231,ETH4383,4383,20180409,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410222,231,ETH4413,4413,20180409,2018,2,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
6409679,231,ETH4381,4381,20180408,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-) Agazi Unit,,1,Civilians (Ethiopia),Women (Ethiopia),7,17
6410223,231,ETH4412,4412,20180407,2018,2,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
6410588,231,ETH4411,4411,20180405,2018,2,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
6410591,231,ETH4379,4379,20180404,2018,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
6410592,231,ETH4394,4394,20180404,2018,2,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
6410225,231,ETH4378,4378,20180404,2018,1,Strategic developments,Arrests,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
6410226,231,ETH4380,4380,20180404,2018,2,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7277350,231,ETH4376,4376,20180403,2018,1,Battles,Armed clash,Police Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13
6410593,231,ETH4410,4410,20180403,2018,2,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
6410230,231,ETH4377,4377,20180403,2018,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Liyu Police,,1,Civilians (Ethiopia),,7,17
6410232,231,ETH4409,4409,20180401,2018,2,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
6410125,231,ETH4375,4375,20180331,2018,1,Battles,Armed clash,Military Forces of Ethiopia (1995-2018),,1,Unidentified Armed Group (Ethiopia),,3,13
5761614,231,ETH4374,4374,20180330,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Students (Ethiopia),7,17
5896725,231,ETH4373,4373,20180329,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Students (Ethiopia),7,17
6763408,231,ETH4372,4372,20180328,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Students (Ethiopia),7,17
6410235,231,ETH4371,4371,20180328,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Women (Ethiopia),7,17
6319630,231,ETH4370,4370,20180327,2018,1,Violence against civilians,Attack,Degodia Ethnic Militia (Kenya),,4,Civilians (Kenya),Garre Ethnic Group (Kenya),7,47
5269029,231,ETH4369,4369,20180327,2018,1,Strategic developments,Other,Government of Ethiopia (1995-2018),,1,,,0,10
5761610,231,ETH4368,4368,20180326,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
5896723,231,ETH4362,4362,20180325,2018,3,Strategic developments,Arrests,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Journalists (Ethiopia),7,17
6341466,231,ETH4363,4363,20180325,2018,1,Violence against civilians,Attack,Police Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410600,231,ETH4366,4366,20180325,2018,2,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410601,231,ETH4365,4365,20180325,2018,2,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410603,231,ETH4364,4364,20180325,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410238,231,ETH4367,4367,20180325,2018,2,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Students (Ethiopia),7,17
5269025,231,ETH4359,4359,20180324,2018,1,Battles,Armed clash,Unidentified Communal Militia (Ethiopia),,4,Unidentified Communal Militia (Ethiopia),,4,44
6410604,231,ETH4358,4358,20180321,2018,1,Protests,Protest with intervention,Military Forces of Ethiopia (1995-2018),,1,Protesters (Ethiopia),Students (Ethiopia),6,16
6410605,231,ETH5000,5000,20180318,2018,1,Violence against civilians,Attack,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,17
6410606,231,ETH4356,4356,20180317,2018,1,Battles,Armed clash,Military Forces of Ethiopia (1995-2018),,1,OLF: Oromo Liberation Front,,2,12
6409678,231,ETH4357,4357,20180317,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,,,0,50
6410607,231,ETH4353,4353,20180316,2018,1,Battles,Armed clash,Military Forces of Ethiopia (1995-2018),,1,Unidentified Armed Group (Ethiopia),Farmers (Ethiopia),3,13
6410609,231,ETH4355,4355,20180316,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Students (Ethiopia),7,17
6409973,231,ETH4354,4354,20180316,2018,1,Violence against civilians,Attack,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,Civilians (Ethiopia),,7,17
6409935,231,ETH4471,4471,20180315,2018,3,Battles,Armed clash,Gumuz Ethnic Militia (Ethiopia),,4,Amhara Ethnic Militia (Ethiopia),,4,44
6410018,231,ETH4351,4351,20180314,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,,,0,50
6410612,231,ETH4352,4352,20180314,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
6410250,231,ETH4350,4350,20180313,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410101,231,ETH4349,4349,20180313,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,,,0,50
7277342,231,ETH4346,4346,20180311,2018,1,Strategic developments,Arrests,Police Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Students (Ethiopia),7,17
6410615,231,ETH4348,4348,20180311,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410145,231,ETH4347,4347,20180311,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6409677,231,ETH4345,4345,20180310,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018) Agazi Unit,,1,Civilians (Ethiopia),,7,17
6410618,231,ETH4344,4344,20180308,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410619,231,ETH4343,4343,20180308,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Women (Ethiopia),7,17
6410620,231,ETH4340,4340,20180307,2018,1,Battles,Armed clash,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,Oromo Ethnic Militia (Ethiopia),,4,14
6410621,231,ETH4341,4341,20180307,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410622,231,ETH4342,4342,20180307,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
7279451,231,ETH4339,4339,20180306,2018,2,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6409989,231,ETH4337,4337,20180305,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (1995-2018),,1,16
6409676,231,ETH4338,4338,20180305,2018,1,Protests,Excessive force against protesters,Military Forces of Ethiopia (1995-2018),,1,Protesters (Ethiopia),,6,16
4656913,231,ETH4333,4333,20180304,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (1995-2018),,1,16
4656700,231,ETH4331,4331,20180304,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
4656717,231,ETH4330,4330,20180304,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410624,231,ETH4335,4335,20180304,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
4656808,231,ETH4361,4361,20180304,2018,2,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
4656809,231,ETH4360,4360,20180304,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6409675,231,ETH4334,4334,20180304,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
4656869,231,ETH4332,4332,20180304,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
4657164,231,ETH4328,4328,20180303,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (1995-2018),,1,16
4657165,231,ETH4325,4325,20180303,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (1995-2018),,1,16
5269017,231,ETH4329,4329,20180303,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
4656929,231,ETH4326,4326,20180303,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
4657131,231,ETH4327,4327,20180303,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409741,231,ETH4322,4322,20180302,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6409750,231,ETH4323,4323,20180302,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410264,231,ETH4320,4320,20180302,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),Police Forces of Ethiopia (1995-2018) Liyu Police,1,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,17
7277337,231,ETH4324,4324,20180302,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6409910,231,ETH4321,4321,20180302,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6409912,231,ETH4319,4319,20180302,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
7277331,231,ETH4316,4316,20180301,2018,1,Protests,Excessive force against protesters,Military Forces of Ethiopia (1995-2018),,1,Protesters (Ethiopia),Students (Ethiopia),6,16
6410267,231,ETH4317,4317,20180301,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410633,231,ETH4318,4318,20180301,2018,3,Riots,Mob violence,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
6411566,231,ETH4315,4315,20180228,2018,1,Strategic developments,Arrests,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Government of Ethiopia (1995-2018),7,17
6410634,231,ETH4314,4314,20180228,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
6409674,231,ETH4313,4313,20180227,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
6409921,231,ETH4312,4312,20180226,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),OFC: Oromo Federalist Congress,5,,,0,50
6410638,231,ETH4311,4311,20180225,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6409922,231,ETH4310,4310,20180225,2018,1,Violence against civilians,Attack,Police Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Prisoners (Ethiopia),7,17
6409924,231,ETH4309,4309,20180225,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6342927,231,ETH4308,4308,20180224,2018,1,Strategic developments,Agreement,Government of Ethiopia (1995-2018),,1,ONLF: Ogaden National Liberation Front,,2,12
6410046,231,ETH4304,4304,20180224,2018,1,Riots,Mob violence,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
7276177,231,ETH4307,4307,20180224,2018,1,Strategic developments,Arrests,Police Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),OFC: Oromo Federalist Congress,7,17
6409926,231,ETH4305,4305,20180224,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
6409967,231,ETH4306,4306,20180224,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7277330,231,ETH4299,4299,20180222,2018,1,Battles,Armed clash,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,Unidentified Communal Militia (Ethiopia),,4,14
6410645,231,ETH4300,4300,20180222,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
6410646,231,ETH4302,4302,20180222,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Students (Ethiopia),6,Police Forces of Ethiopia (1995-2018),,1,16
6410647,231,ETH4301,4301,20180222,2018,1,Violence against civilians,Attack,Police Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Students (Ethiopia),7,17
7277332,231,ETH4293,4293,20180221,2018,1,Battles,Armed clash,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,Unidentified Communal Militia (Ethiopia),,4,14
7276140,231,ETH4297,4297,20180221,2018,2,Riots,Violent demonstration,Rioters (Ethiopia),,5,,,0,50
6410650,231,ETH4303,4303,20180221,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410651,231,ETH4298,4298,20180221,2018,1,Violence against civilians,Attack,Police Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6409671,231,ETH4294,4294,20180221,2018,2,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (1995-2018),,1,15
6409672,231,ETH4295,4295,20180221,2018,2,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (1995-2018),,1,15
6409673,231,ETH4296,4296,20180221,2018,2,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (1995-2018),,1,15
6410652,231,ETH4290,4290,20180220,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410653,231,ETH4289,4289,20180220,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410654,231,ETH4292,4292,20180220,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
7277349,231,ETH4286,4286,20180218,2018,1,Strategic developments,Arrests,Police Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
7273201,231,ETH4282,4282,20180216,2018,1,Strategic developments,Change to group/activity,Government of Ethiopia (1995-2018),,1,,,0,10
6410293,231,ETH4281,4281,20180215,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),Police Forces of Ethiopia (1995-2018) Liyu Police,1,Civilians (Ethiopia),,7,17
6410295,231,ETH4280,4280,20180215,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (1995-2018),,1,16
6410296,231,ETH4277,4277,20180215,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
7276156,231,ETH4278,4278,20180215,2018,1,Strategic developments,Other,Government of Ethiopia (1995-2018),,1,,,0,10
6409858,231,ETH4470,4470,20180215,2018,3,Battles,Armed clash,Gumuz Ethnic Militia (Ethiopia),,4,Amhara Ethnic Militia (Ethiopia),,4,44
6410658,231,ETH4279,4279,20180215,2018,1,Strategic developments,Looting/property destruction,Government of Ethiopia (1995-2018),,1,,,0,10
7277340,231,ETH4275,4275,20180214,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
7276188,231,ETH4285,4285,20180214,2018,2,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410662,231,ETH4274,4274,20180214,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410664,231,ETH4276,4276,20180214,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
5736823,231,ETH4271,4271,20180213,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,,,0,50
7211903,231,ETH4272,4272,20180213,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,,,0,50
7276172,231,ETH4284,4284,20180213,2018,2,Violence against civilians,Attack,Police Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410667,231,ETH4273,4273,20180213,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (1995-2018),,1,16
6409758,231,ETH4264,4264,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409761,231,ETH4257,4257,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6411556,231,ETH4269,4269,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409772,231,ETH4256,4256,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6411565,231,ETH4260,4260,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6411576,231,ETH4270,4270,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6411578,231,ETH4258,4258,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6411579,231,ETH4268,4268,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6411580,231,ETH4259,4259,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409833,231,ETH4267,4267,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409844,231,ETH4263,4263,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7211904,231,ETH4261,4261,20180212,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,,,0,50
6763405,231,ETH4265,4265,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410669,231,ETH4262,4262,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409952,231,ETH4266,4266,20180212,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7272646,231,ETH4255,4255,20180211,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Refugees/IDPs (Ethiopia),6,Military Forces of Ethiopia (1995-2018) Agazi Unit,,1,16
6410682,231,ETH4254,4254,20180208,2018,1,Violence against civilians,Attack,Afar Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47
6410683,231,ETH4253,4253,20180208,2018,1,Protests,Protest with intervention,Protesters (Ethiopia),,6,Military Forces of Ethiopia (1995-2018),,1,16
6410684,231,ETH4249,4249,20180207,2018,1,Battles,Armed clash,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,Unidentified Communal Militia (Ethiopia),,4,14
6410685,231,ETH4250,4250,20180207,2018,1,Strategic developments,Looting/property destruction,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,,,0,10
6410686,231,ETH4251,4251,20180207,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6411581,231,ETH4247,4247,20180201,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Police Forces of Ethiopia (1995-2018),,1,16
6411592,231,ETH4248,4248,20180201,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Police Forces of Ethiopia (1995-2018),,1,16
6411593,231,ETH4246,4246,20180201,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Police Forces of Ethiopia (1995-2018),,1,16
6410687,231,ETH4245,4245,20180201,2018,1,Protests,Protest with intervention,Protesters (Ethiopia),,6,Police Forces of Ethiopia (1995-2018),,1,16
6409775,231,ETH4243,4243,20180131,2018,2,Strategic developments,Arrests,Police Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410328,231,ETH4242,4242,20180131,2018,1,Battles,Armed clash,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,Unidentified Communal Militia (Ethiopia),,4,14
6409976,231,ETH4244,4244,20180131,2018,2,Strategic developments,Arrests,Police Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),Journalists (Ethiopia),7,17
6411599,231,ETH4241,4241,20180130,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Students (Ethiopia),6,Police Forces of Ethiopia (1995-2018),,1,16
5736824,231,ETH4239,4239,20180129,2018,1,Violence against civilians,Attack,Military Forces of Ethiopia (1995-2018),,1,Civilians (Ethiopia),,7,17
6410695,231,ETH4240,4240,20180129,2018,1,Violence against civilians,Attack,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,Civilians (Ethiopia),,7,17
6410696,231,ETH4237,4237,20180129,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7278831,231,ETH4238,4238,20180129,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
6128406,231,ETH4234,4234,20180128,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
6128163,231,ETH4236,4236,20180128,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
6127484,231,ETH4233,4233,20180128,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
6129088,231,ETH4235,4235,20180128,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
6409901,231,ETH4231,4231,20180127,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
6410697,231,ETH4232,4232,20180127,2018,1,Violence against civilians,Attack,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,Civilians (Ethiopia),,7,17
5268998,231,ETH4227,4227,20180126,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,,,0,50
5268999,231,ETH4228,4228,20180126,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,,,0,50
7277343,231,ETH4229,4229,20180126,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Students (Ethiopia),6,Police Forces of Ethiopia (1995-2018),,1,16
6410335,231,ETH4230,4230,20180126,2018,1,Violence against civilians,Sexual violence,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,Civilians (Ethiopia),,7,17
7277345,231,ETH4226,4226,20180125,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Students (Ethiopia),6,Police Forces of Ethiopia (1995-2018),,1,16
6411633,231,ETH4225,4225,20180125,2018,1,Battles,Armed clash,Military Forces of Ethiopia (1995-2018),,1,ONLF: Ogaden National Liberation Front,,2,12
6763402,231,ETH4222,4222,20180125,2018,1,Protests,Excessive force against protesters,Military Forces of Ethiopia (1995-2018),,1,Protesters (Ethiopia),,6,16
6409669,231,ETH4221,4221,20180125,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
6411546,231,ETH4220,4220,20180124,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409870,231,ETH4217,4217,20180124,2018,1,Battles,Armed clash,Military Forces of Ethiopia (1995-2018),Tigray Ethnic Group (Ethiopia),1,Military Forces of Ethiopia (1995-2018),Unidentified Ethnic Group (Ethiopia),1,11
6409908,231,ETH4218,4218,20180124,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (1995-2018),,1,15
7272645,231,ETH4219,4219,20180124,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (1995-2018),,1,15
6409992,231,ETH4215,4215,20180123,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Police Forces of Ethiopia (1995-2018),,1,16
5736826,231,ETH4224,4224,20180123,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409872,231,ETH4216,4216,20180123,2018,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Government of Ethiopia (1995-2018),7,37
7272644,231,ETH4214,4214,20180123,2018,1,Protests,Protest with intervention,Protesters (Ethiopia),,6,Police Forces of Ethiopia (1995-2018),,1,16
6409994,231,ETH4213,4213,20180122,2018,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (1995-2018),,1,16
5736822,231,ETH4223,4223,20180122,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
5268993,231,ETH4211,4211,20180121,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (1995-2018),,1,15
6411602,231,ETH4212,4212,20180121,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (1995-2018),,1,15
5896712,231,ETH4209,4209,20180120,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (1995-2018),,1,15
6410347,231,ETH4210,4210,20180120,2018,1,Violence against civilians,Attack,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,17
7276144,231,ETH4208,4208,20180120,2018,2,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (1995-2018),,1,15
6410712,231,ETH4207,4207,20180120,2018,1,Battles,Armed clash,Police Forces of Ethiopia (1995-2018) Liyu Police,,1,Oromo Ethnic Militia (Ethiopia),,4,14
6411606,231,ETH4206,4206,20180119,2018,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (1995-2018),,1,15
6410001,231,ETH4202,4202,20180118,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410002,231,ETH4203,4203,20180118,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410003,231,ETH4204,4204,20180118,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409918,231,ETH4201,4201,20180118,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
